title,latLong,placename,postcode,description
"Bugis Street Brasserie, London: ‘Food that keeps going with layers of spice and aromatics’","51.493372,-0.183329","Bugis Street Brasserie","SW7 4LH","Bugis Street Brasserie, London: ‘Food that keeps going with layers of spice and aromatics’<br>https://www.theguardian.com/food/2019/jul/07/jay-rayner-laksa-satay-nasi-goreng-bugis-street-brasserie-review"
"Octopus, Guernsey: ‘Clumsy service detracts from glorious seafood’ – restaurant review","null,null","Octopus","GY1 1AX","Octopus, Guernsey: ‘Clumsy service detracts from glorious seafood’ – restaurant review<br>https://www.theguardian.com/food/2019/jun/23/octopus-guernsey-clumsy-service-detracts-from-fine-seafood-restaurant-review"
"Lucknow 49, London: ‘Occasionally it knocks your socks off’ – restaurant review","51.51234,-0.143879","Lucknow 49","W1S 2PQ","Lucknow 49, London: ‘Occasionally it knocks your socks off’ – restaurant review<br>https://www.theguardian.com/food/2019/jun/16/lucknow-49-london-occasionally-knocks-your-socks-off-restaurant-review"
"Grazing by Mark Greenaway, Edinburgh: ‘Clever but gutsy food' – restaurant review","55.949627,-3.207312","Grazing by Mark Greenaway","EH1 2AB","Grazing by Mark Greenaway, Edinburgh: ‘Clever but gutsy food' – restaurant review<br>https://www.theguardian.com/food/2019/jun/09/grazing-by-mark-greenaway-edinburgh-clever-but-gutsy-food-restaurant-review"
"The Soak, London: ‘Inconsistent doesn’t quite cover it’","51.49625,-0.14485","The Grosvenor Hotel","SW1W 0RP","The Soak, London: ‘Inconsistent doesn’t quite cover it’<br>https://www.theguardian.com/food/2019/jun/02/jay-rayner-the-soak-grosvenor-hotel-inconsistent-doesnt-cover-it-pickle-ferment"
"Ashburn SW7, South Kensington: ‘A dirty stain on its postcode’","51.494743,-0.185267","Ashburn SW7","SW7 4DN","Ashburn SW7, South Kensington: ‘A dirty stain on its postcode’<br>https://www.theguardian.com/food/2019/may/26/jay-rayner-restaurant-review-ashburn-sw7"
"The Coconut Tree, Cheltenham: ‘Both laid-back and completely on point’ – restaurant review","51.906789,-2.077968","The Coconut Tree","GL50 4JA","The Coconut Tree, Cheltenham: ‘Both laid-back and completely on point’ – restaurant review<br>https://www.theguardian.com/food/2019/may/19/coconut-tree-cheltenham-laid-back-and-completely-on-point-restaurant-review"
"Scully, Mayfair: ‘The cooking is vivid, inventive, idiosyncratic’","51.509096,-0.133134","Scully","SW1Y 4AH","Scully, Mayfair: ‘The cooking is vivid, inventive, idiosyncratic’<br>https://www.theguardian.com/food/2019/may/12/jay-rayer-restaurant-review-ramael-scully-mayfair"
"The Spärrows, Manchester: ‘glorious carb-fest’ – restaurant review","53.487763,-2.246034","The Spärrows","M3 1PJ","The Spärrows, Manchester: ‘glorious carb-fest’ – restaurant review<br>https://www.theguardian.com/food/2019/may/05/the-sparrows-manchester-glorious-carb-fest-restaurant-review"
"Pasta Ripiena, Bristol: ‘hilariously messy and brilliantly done’ – restaurant review","51.453695,-2.594701","Pasta Ripiena","BS1 1JX","Pasta Ripiena, Bristol: ‘hilariously messy and brilliantly done’ – restaurant review<br>https://www.theguardian.com/food/2019/apr/28/pasta-ripiena-bristol-hilariously-messy-and-brilliantly-done-restaurant-review"
"Matt Healy X The Foundry, Leeds: ‘Food to swear by’ – restaurant review","53.791235,-1.552373","Matt Healy X The Foundry","LS11 5WH","Matt Healy X The Foundry, Leeds: ‘Food to swear by’ – restaurant review<br>https://www.theguardian.com/food/2019/apr/21/matt-healy-x-the-foundry-leeds-food-to-swear-by-restaurant-review"
"The Fishmarket, Edinburgh: ‘Seafood cookery of the first order’ – restaurant review","55.980654,-3.195634","The Fishmarket","EH6 4LP","The Fishmarket, Edinburgh: ‘Seafood cookery of the first order’ – restaurant review<br>https://www.theguardian.com/food/2019/apr/14/the-fishmarket-edinburgh-seafood-cookery-of-the-first-order-restaurant-review"
"Seveni Bar and Restaurant, London: ‘As boisterous inside as it looks outside’ – review","51.496,-0.111725","Seveni Bar and Restaurant","SE11 6NL","Seveni Bar and Restaurant, London: ‘As boisterous inside as it looks outside’ – review<br>https://www.theguardian.com/food/2019/apr/07/seveni-bar-and-restaurant-as-boisterous-inside-as-it-looks-outside-review-jay-rayner"
"EartH Kitchen, London: ‘A hugely cheering meal’ – restaurant review","51.550893,-0.075412","EartH Kitchen","N16 8BH","EartH Kitchen, London: ‘A hugely cheering meal’ – restaurant review<br>https://www.theguardian.com/food/2019/mar/31/earth-kitchen-london-a-hugely-cheering-meal-restaurant-review"
"Angelina: ‘Curious and thoughtful’ – restaurant review","51.546086,-0.070569","Angelina","E8 3AH","Angelina: ‘Curious and thoughtful’ – restaurant review<br>https://www.theguardian.com/food/2019/mar/24/angelina-london-curious-and-thoughtful-restaurant-review-jay-rayner"
"Pompette, Oxford: ‘Worth saving up for’ – restaurant review","51.778467,-1.267022","Pompette","OX2 7JL","Pompette, Oxford: ‘Worth saving up for’ – restaurant review<br>https://www.theguardian.com/food/2019/mar/17/pompette-oxford-worth-saving-up-for-restaurant-review"
"Passyunk Avenue: ‘A cheese whiz-smeared act of devotion’ – restaurant review","51.522033,-0.140443","Passyunk Avenue","W1T 6NE","Passyunk Avenue: ‘A cheese whiz-smeared act of devotion’ – restaurant review<br>https://www.theguardian.com/food/2019/mar/10/passyunk-avenue-london-a-serious-amount-of-sandwich-for-11-pounds-restaurant-review-jay-rayner"
"Yeni, London: ‘Underwhelming dishes and in-yer-face pricing’ – restaurant review","51.512665,-0.137164","Yeni","W1F 9SH","Yeni, London: ‘Underwhelming dishes and in-yer-face pricing’ – restaurant review<br>https://www.theguardian.com/food/2019/mar/03/yeni-london-underwhelming-dishes-and-in-yer-face-pricing"
"Bia Rebel, Belfast: ‘An £8 bowl of ramen, deserving of poetry’ – restaurant review","54.577423,-5.918755","Bia Rebel","BT7 3GP","Bia Rebel, Belfast: ‘An £8 bowl of ramen, deserving of poetry’ – restaurant review<br>https://www.theguardian.com/food/2019/feb/24/jay-rayner-restaurant-review-bia-rebel-belfast-noodles-ramen"
"Parker’s Tavern, Cambridge: ‘Crowd-pleasing? You won’t want to leave’ – restaurant review","52.202183,0.125376","Parker’s Tavern","CB2 1AD","Parker’s Tavern, Cambridge: ‘Crowd-pleasing? You won’t want to leave’ – restaurant review<br>https://www.theguardian.com/food/2019/feb/17/parkers-tavern-cambridge-crowd-pleasing-wont-want-leave"
"Monsieur Le Duck, London: ‘It's like the first night of your French holiday’ – restaurant review","51.518852,-0.07851","Monsieur Le Duck","E1 6AN","Monsieur Le Duck, London: ‘It's like the first night of your French holiday’ – restaurant review<br>https://www.theguardian.com/food/2019/feb/03/monsieur-le-duck-london-its-like-the-first-night-of-your-french-holiday-restaurant-review"
"Olle, London: ‘The diners are the window display’","51.512019,-0.131613","Olle","W1D 6NG","Olle, London: ‘The diners are the window display’<br>https://www.theguardian.com/food/2019/jan/27/olle-london-puts-diners-on-display-restaurant-review"
"Pucci, London: ‘We revelled in nostalgia’ – restaurant review","51.512556,-0.142789","Pucci","W1S 1FX","Pucci, London: ‘We revelled in nostalgia’ – restaurant review<br>https://www.theguardian.com/food/2019/jan/20/pucci-london-we-revelled-in-nostalgia-restaurant-review"
"Imperial Treasure, London: ‘Conspicuous consumption’ – restaurant review","51.507928,-0.132775","Imperial Treasure","SW1Y 4BE","Imperial Treasure, London: ‘Conspicuous consumption’ – restaurant review<br>https://www.theguardian.com/food/2019/jan/13/imperial-treasure-london-conspicuous-consumption-restaurant-review"
"Gridiron, London: ‘So nearly but not quite’ – restaurant review","51.505055,-0.149943","Gridiron","W1K 1LB","Gridiron, London: ‘So nearly but not quite’ – restaurant review<br>https://www.theguardian.com/food/2019/jan/06/gridiron-london-jay-rayner-restaurant-review"
"Cantor’s Food Store, Chorlton: ‘It’s all very Ottolenghi with a Manc accent’ – restaurant review","53.445405,-2.277801","Cantor’s Food Store","M21 9PQ","Cantor’s Food Store, Chorlton: ‘It’s all very Ottolenghi with a Manc accent’ – restaurant review<br>https://www.theguardian.com/food/2018/dec/23/cantors-food-store-chorlton-its-all-very-ottolenghi-with-a-mancs-accent-restaurant-review-jay-rayner"
"Restaurant 92, Harrogate: ‘Takes admirable risks’ – restaurant review","53.990016,-1.537038","Restaurant 92","HG1 1HQ","Restaurant 92, Harrogate: ‘Takes admirable risks’ – restaurant review<br>https://www.theguardian.com/food/2018/dec/16/restaurant-92-harrogate-takes-admirable-risks-restaurant-review"
"The Urchin, Hove: ‘Does its thing with gusto’ – restaurant review","50.830522,-0.175401","The Urchin","BN3 3YS","The Urchin, Hove: ‘Does its thing with gusto’ – restaurant review<br>https://www.theguardian.com/food/2018/dec/09/the-urchin-hove-does-its-thing-with-gusto-restaurant-review-jay-rayner"
"Tish, London: ‘It's pretending to be a standard restaurant’ – review","51.550899,-0.165013","Tish","NW3 2AG","Tish, London: ‘It's pretending to be a standard restaurant’ – review<br>https://www.theguardian.com/food/2018/dec/02/tish-london-its-pretending-to-be-a-standard-restaurant-review"
"Cornerstone, London: ‘Beautiful fish shown respect’ – restaurant review","51.544302,-0.026179","Cornerstone","E9 5LX","Cornerstone, London: ‘Beautiful fish shown respect’ – restaurant review<br>https://www.theguardian.com/food/2018/nov/25/cornerstone-london-beautiful-fish-shown-resepct-restaurant-review"
"Wok Inn Seaside Noodle Bar, Blackpool: ‘Utterly beguiling’ – restaurant review","53.819305,-3.055205","Wok Inn Seaside Noodle Bar","FY1 1RA","Wok Inn Seaside Noodle Bar, Blackpool: ‘Utterly beguiling’ – restaurant review<br>https://www.theguardian.com/food/2018/nov/18/wok-inn-seaside-noodle-bar-blackpool-utterly-beguiling-restaurant-review"
"Röski, Liverpool: ‘Use any excuse to eat here’ – restaurant review","53.402776,-2.97332","Röski","L1 2TE","Röski, Liverpool: ‘Use any excuse to eat here’ – restaurant review<br>https://www.theguardian.com/food/2018/nov/11/roski-liverpool-use-any-excuse-to-eat-here-restaurant-review"
"Clam & Cork, Doncaster: ‘A small seafood café doing lovely things’ – restaurant review","53.524123,-1.133304","Clam & Cork","DN1 1NJ","Clam & Cork, Doncaster: ‘A small seafood café doing lovely things’ – restaurant review<br>https://www.theguardian.com/food/2018/oct/28/clam-and-cork-doncaster-a-small-seafood-cafe-doing-lovely-things-restuarant-review"
"Parsonage Grill, Oxford: ‘A lazy approach to cooking’ – restaurant review","51.761074,-1.260609","Parsonage Grill","OX2 6NN","Parsonage Grill, Oxford: ‘A lazy approach to cooking’ – restaurant review<br>https://www.theguardian.com/food/2018/oct/14/parsonage-grill-oxford-a-lazy-approach-to-cooking-restaurant-review"
"Rovi, London: ‘Dainty piles of ferments and pickles in children’s picture book colours' – restaurant review","51.51761,-0.138822","59 Wells Street","W1A 3AE","Rovi, London: ‘Dainty piles of ferments and pickles in children’s picture book colours' – restaurant review<br>https://www.theguardian.com/food/2018/sep/30/rovi-london-ottolenghi-kitchen-ferments-with-gay-abandon-restaurant-review-jay-rayner"
"Festa sul Prato: ‘Utterly cheery and fun and good-hearted’ – restaurant review","51.483287,-0.041636","Festa sul Prato","SE8 5JE","Festa sul Prato: ‘Utterly cheery and fun and good-hearted’ – restaurant review<br>https://www.theguardian.com/food/2018/sep/23/festa-sul-prato-utterly-cheery-and-fun-and-good-hearted-restaurant-review-jay-rayner"
"Xi’an Biang Biang Noodles, London: ‘I left thinking all was well in the world’ – restaurant review","51.516769,-0.073881","Xi’an Biang Biang Noodles","E1 7AL","Xi’an Biang Biang Noodles, London: ‘I left thinking all was well in the world’ – restaurant review<br>https://www.theguardian.com/food/2018/sep/16/xian-biang-biang-noodles-review-i-left-thinking-all-was-well-in-the-world-restaurant-jay-rayner"
"Casa do Frango: ‘London needs this delightful piri piri chicken joint’ – restaurant review","51.504829,-0.091662","Casa do Frango","SE1 1TU","Casa do Frango: ‘London needs this delightful piri piri chicken joint’ – restaurant review<br>https://www.theguardian.com/food/2018/sep/09/casa-do-frango-london-needs-this-delightful-piri-piri-chicken-joint-jay-rayner"
"Tozi, London: ‘Exceeds your expectations’ – restaurant review","51.494208,-0.141321","8 Gillingham Street","SW1V 1HJ","Tozi, London: ‘Exceeds your expectations’ – restaurant review<br>https://www.theguardian.com/food/2018/sep/02/tozi-london-exceeds-your-expectations-restaurant-review"
"Laurent at Café Royal, London: ‘Shameful pricing’ – restaurant review","51.50979,-0.135653","Laurent at Café Royal","W1B 4DY","Laurent at Café Royal, London: ‘Shameful pricing’ – restaurant review<br>https://www.theguardian.com/food/2018/aug/26/laurent-at-cafe-royal-london-shameful-pricing-restaurant-review"
"Stem, London: ‘We are fed delightfully’ – restaurant review","51.51467,-0.14279","Stem","W1B 2LF","Stem, London: ‘We are fed delightfully’ – restaurant review<br>https://www.theguardian.com/food/2018/aug/19/stem-london---we-are-fed-delightfully---restaurant-review"
"Brigadiers, London: ‘You’ll smell of roasted spices, garlic and happiness’ – restaurant review","51.512166,-0.09143","Brigadiers: 1-5 Bloomberg Arcade","EC4N 8AR","Brigadiers, London: ‘You’ll smell of roasted spices, garlic and happiness’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/aug/12/brigadiers-london-you-will-smell-of-roasted-spices-garlic-and-happiness-restaurant-review"
"The Painswick, Gloucestershire: ‘All the civilising powers of a good lunch’ – restaurant review","51.784542,-2.192888","The Painswick","GL6 6YB","The Painswick, Gloucestershire: ‘All the civilising powers of a good lunch’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/aug/05/the-painswick-all-the-civilising-powers-of-a-good-lunch-restaurant-review"
"Forza Win, Peckham: ‘An exceptionally brave venture’ – restaurant review","51.469999,-0.065128","Forza Win","SE15 3SN","Forza Win, Peckham: ‘An exceptionally brave venture’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jul/29/forza-win-peckham-an-exceptionally-brave-venture-restaurant-review"
"The Duke of Richmond, Hackney: ‘Nothing prissy or mannered here’ – restaurant review","51.542041,-0.0697","The Duke of Richmond","E8 3NH","The Duke of Richmond, Hackney: ‘Nothing prissy or mannered here’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jul/22/duke-richmond-hackney-restaurant-review-jay-rayner"
"Holborn Dining Room: ‘Its pork pie is a bold expression of pig’ – restaurant review","51.517329,-0.11779","Holborn Dining Room","WC1V 7EN","Holborn Dining Room: ‘Its pork pie is a bold expression of pig’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jul/15/holborn-dining-room-its-pork-pie-is-a-bold-expression-of-pig-restaurant-review"
"Ugly Dumpling, London: ‘Inventive, cheap and hit-and-miss’ – restaurant review","51.513396,-0.138446","Ugly Dumpling","W1F 7RB","Ugly Dumpling, London: ‘Inventive, cheap and hit-and-miss’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jul/08/ugly-dumpling-inventive-cheap-and-hit-and-miss-jay-rayner"
"House of Commons, London: ‘A nasty taste in my mouth’","51.49984,-0.124663","Strangers’ Dining Room at the House of Commons","SW1A 0AA","House of Commons, London: ‘A nasty taste in my mouth’<br>https://www.theguardian.com/lifeandstyle/2018/jul/01/house-of-commons-london-a-nasty-taste-in-my-mouth-restaurant-review"
"Thomas Carr Seafood and Grill, Devon: 'It demands to be liked’ – restaurant review","51.207329,-4.125404","Thomas Carr Seafood and Grill","EX34 9QB","Thomas Carr Seafood and Grill, Devon: 'It demands to be liked’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jun/17/thomas-carr-seafood-and-grill-it-demands-to-be-liked-restaurant-review"
"The Coach, Farringdon: ‘Like greeting a much-missed old friend’ – restaurant review","51.52308,-0.109178","The Coach","EC1R 3DJ","The Coach, Farringdon: ‘Like greeting a much-missed old friend’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jun/10/the-coach-farringdon-like-greeting-a-much-missed-old-friend-restaurant-review"
"The Birnam Brasserie, Gleneagles: ‘The cassoulet is a £23 travesty’ - restaurant review","56.283369,-3.752086","Birnam Brasserie","PH3 1NF","The Birnam Brasserie, Gleneagles: ‘The cassoulet is a £23 travesty’ - restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jun/03/birnam-brasserie-gleneagles-cassoulet-is-a-23-pound-travesty-restaurant-review"
"Alchemilla, Glasgow: ‘I used every ounce of willpower to decline seconds’ – restaurant review","55.865111,-4.284885","Alchemilla","G3 8TD","Alchemilla, Glasgow: ‘I used every ounce of willpower to decline seconds’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/may/27/alchemilla-glasgow-i-used-every-ounce-of-willpower-to-decline-seconds-restaurant-review"
"Heinz Beck, London: ‘Everything is over-engineered’","51.509168,-0.142351","Heinz Beck at Brown’s Hotel","W1S 4BP","Heinz Beck, London: ‘Everything is over-engineered’<br>https://www.theguardian.com/lifeandstyle/2018/may/20/heinz-beck-london-everything-is-overengineered-restaurant-review"
"Upstairs at No 1, Cromer: ‘A damn fine mouthful or six’ – restaurant review","52.93258,1.299414","Upstairs at No 1","NR27 9HP","Upstairs at No 1, Cromer: ‘A damn fine mouthful or six’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/may/13/upstairs-at-no-1-cromer-a-damn-fine-mouthful-or-six-restaurant-review"
"Moorcock Inn, West Yorkshire: ‘Head-spinningly good’ – restaurant review","53.693087,-1.920002","Moorcock Inn","HX6 3RP","Moorcock Inn, West Yorkshire: ‘Head-spinningly good’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/may/06/moorcock-inn-west-yorkshire-head-spinningly-good-restaurant-review"
"Gaijin Sushi, Birmingham: ‘An utter delight’ – restaurant review","52.47152,-1.899302","Gaijin Sushi","B5 7AH","Gaijin Sushi, Birmingham: ‘An utter delight’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/apr/29/gaijin-sushi-birmingham-an-utter-delight-restaurant-review-jay-rayner"
"Forest Side, Grasmere: ‘We ask for the bread to be taken away, it’s too good’ – restaurant review","54.463748,-3.015739","Forest Side","LA22 9RN","Forest Side, Grasmere: ‘We ask for the bread to be taken away, it’s too good’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/apr/15/jay-rayner-forest-side-grasmere-restaurant-review"
"Koconut Grove, Chester: ‘Eases you into a welcome coma’ – restaurant review","53.192734,-2.881338","Koconut Grove","CH1 3AT","Koconut Grove, Chester: ‘Eases you into a welcome coma’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/apr/08/koconut-grove-chester-eases-you-into-a-welcome-coma-restaurant-review"
"Beaverbrook, Surrey: ‘Not cheap, but shockingly good’ – restaurant review","51.277856,-0.307681","The Dining Room","KT22 8QX","Beaverbrook, Surrey: ‘Not cheap, but shockingly good’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/apr/01/beaverbrook-surrey-not-cheap-but-shockingly-good-restaurant-review"
"Studio 88, London: ‘Of course the cooking is going to be a disaster’ – restaurant review","51.509947,-0.131367","Studio 88","WC2H 7DH","Studio 88, London: ‘Of course the cooking is going to be a disaster’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/mar/25/studio-88-london-of-course-the-cooking-is-going-to-be-a-disaster-jay-rayner"
"United Chip, London: ‘Brilliant sauces and rather good chips’ – restaurant review","51.52311,-0.098812","United Chip","EC1M 5PE","United Chip, London: ‘Brilliant sauces and rather good chips’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/mar/18/united-chip-london-brilliant-sauces-and-rather-good-chips-restaurant-review"
"Farm Girl Café, Chelsea: ‘We don't stay for dessert, because we have suffered enough’ – restaurant review","51.485898,-0.179809","Farm Girl Café","SW10 0AJ","Farm Girl Café, Chelsea: ‘We don't stay for dessert, because we have suffered enough’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/mar/11/farm-girl-cafe-chelsea-we-dont-stay-for-dessert-because-we-have-suffered-enough-restaurant-review"
"The Greyhound Café, London: ‘There are things here I want to come back for’ – restaurant review","51.51835,-0.13784","The Greyhound Café","W1T 3LZ","The Greyhound Café, London: ‘There are things here I want to come back for’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/feb/25/the-greyhound-cafe-london-jay-rayner-restaurant-review"
"Henry’s, Bath: ‘A thoroughly lovely expression of the owner’ – restaurant review","51.386319,-2.362029","Henry’s","BA1 2QP","Henry’s, Bath: ‘A thoroughly lovely expression of the owner’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/feb/11/henrys-bath-restaurant-review-a-thoroughly-lovely-expression-of-the-owner-jay-rayner"
"Parsons, London: ‘Food you can’t forget’ – restaurant review","51.514511,-0.124911","Parsons","WC2H 9BA","Parsons, London: ‘Food you can’t forget’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/feb/04/parsons-london-food-you-cant-forget-restaurant-review-jay-rayner"
"Edo, Belfast: ‘Go there for the wood-fired oven’ – restaurant review","54.596472,-5.933459","Edo","BT1 6FB","Edo, Belfast: ‘Go there for the wood-fired oven’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jan/28/edo-belfast-go-there-for-the-wood-fired-oven-restaurant-review"
"L’Escargot, London: ‘Let’s hope it never changes’ – restaurant review","51.513953,-0.131059","L’Escargot","W1D 4EF","L’Escargot, London: ‘Let’s hope it never changes’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jan/21/lescargot-london-lets-hope-it-never-changes-restaurant-review"
"Sanxia Renjia, London: ‘Enough excitement for a month’ – restaurant review","51.47442,-0.02456","Sanxia Renjia","SE8 4PQ","Sanxia Renjia, London: ‘Enough excitement for a month’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2018/jan/14/sanxia-renjia-london-enough-excitement-for-a-month-restaurant-review"
"Treves and Hyde, London: ‘A fitting end to a year of cheer’ – restaurant review","51.514481,-0.070839","Treves and Hyde","E1 8EN","Treves and Hyde, London: ‘A fitting end to a year of cheer’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/dec/31/treves-and-hyde-london-a-fitting-end-to-a-year-of-cheer-restaurant-review"
"Sushi Atelier: ‘It’s impressive without being neurotic’ – restaurant review","51.519445,-0.142235","Sushi Atelier","W1W 6PH","Sushi Atelier: ‘It’s impressive without being neurotic’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/dec/24/sushi-atelier-its-impressive-without-being-neurotic-restaurant-review"
"Palatino: ‘Better than in Rome’ – restaurant review","51.525322,-0.09643","Palatino","EC1V 8AB","Palatino: ‘Better than in Rome’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/dec/17/palatino-better-than-most-of-the-places-in-rome-restaurant-review"
"Simpson’s in the Strand: ‘I can’t love it any more’ – restaurant review","51.51055,-0.120721","Simpson’s in the Strand","WC2R 0EW","Simpson’s in the Strand: ‘I can’t love it any more’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/dec/10/simpsons-in-the-strand-london-i-cant-love-it-any-more-restaurant-review"
"Gul & Sepoy: 'Not as clever as it thinks it is’ – restaurant review","51.517646,-0.074078","Gul and Sepoy","E1 6BD","Gul & Sepoy: 'Not as clever as it thinks it is’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/dec/03/gul-sepoy-not-as-clever-as-it-thinks-it-is-restaurant-review"
"Rochelle Bar and Canteen, London: ‘This food feels right’ – restaurant review","51.50663,-0.130335","Rochelle Bar and Canteen at the ICA","SW1Y 5AH","Rochelle Bar and Canteen, London: ‘This food feels right’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/nov/26/rochelle-bar-and-canteen-london-this-food-feels-right-restaurant-review"
"The Cartford Inn, Lancashire: ‘Long may it flourish’ – restaurant review","53.858414,-2.881861","The Cartford Inn","PR3 0YP","The Cartford Inn, Lancashire: ‘Long may it flourish’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/nov/12/the-cartford-inn-lancashire-long-may-it-flourish-restaurant-review"
"Fishers in the City, Edinburgh: ‘It needs a friendly whack’ – restaurant review","55.953847,-3.199387","Fishers In the City","EH2 1EN","Fishers in the City, Edinburgh: ‘It needs a friendly whack’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/nov/05/fishers-in-the-city-edinburgh-it-needs-a-friendly-whack-restaurant-review"
"The Game Bird, London: ‘This is a love letter’ – restaurant review","51.505909,-0.14038","The Game Bird","SW1A 1NJ","The Game Bird, London: ‘This is a love letter’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/oct/29/the-game-bird-london-this-is-a-love-letter-restaurant-review"
"Piecaramba!: ‘A bloody good pie shop’ – restaurant review","51.063437,-1.313821","Piecaramba!","SO23 8AT","Piecaramba!: ‘A bloody good pie shop’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/oct/22/piecaramba-winchester-bloody-good-pie-shop-restaurant-review-jay-rayner"
"Salt, Stratford-upon-Avon: ‘I have skin in the game. I want this place to be great’ – restaurant review","52.189697,-1.708886","Salt","CV37 6HB","Salt, Stratford-upon-Avon: ‘I have skin in the game. I want this place to be great’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/oct/15/salt-stratford-upon-avon-restaurant-review-jay-rayner"
"Ox Club: ‘A poseur’s charter but they know what they’re doing’ – restaurant review","53.798833,-1.540855","Ox Club","LS1 6PU","Ox Club: ‘A poseur’s charter but they know what they’re doing’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/oct/01/ox-club-leeds-restaurant-review-jay-rayner"
"Seoul Kimchi, Manchester: ‘The soup should be offered on prescription’ – restaurant review","53.460839,-2.221648","Seoul Kimchi","M13 0HR","Seoul Kimchi, Manchester: ‘The soup should be offered on prescription’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/sep/24/seoul-kimchi-manchester-the-soupd-should-be-offered-on-prescription-restaurant-review"
"Da Maria: ‘The kind of place that keeps London human’ – restaurant review","51.508715,-0.197475","Da Maria","W11 3JZ","Da Maria: ‘The kind of place that keeps London human’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/sep/17/da-maria-london-the-kind-of-place-that-keeps-london-human-restaurant-review"
"Jean-Georges at the Connaught, London: ‘The prices are stupid’ – restaurant review","51.510156,-0.149631","Jean-Georges at the Connaught","W1K 2AL","Jean-Georges at the Connaught, London: ‘The prices are stupid’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/sep/03/jean-georges-at-the-connaught-london-my-love-remains-restaurant-review"
"Fancy Crab, London: ‘A terrible waste of time’ – restaurant review","51.5161,-0.151365","92 Wigmore Street","W1U 3RD","Fancy Crab, London: ‘A terrible waste of time’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/aug/27/fancy-crab-london-a-terrible-waste-of-time"
"Picture Fitzrovia, London: ‘Exceptionally good’ – restaurant review","51.519391,-0.142238","Picture Fitzrovia","W1W 6PQ","Picture Fitzrovia, London: ‘Exceptionally good’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/aug/20/picture-fitzrovia-london-exceptionally-good-restaurant-review"
"The Old House, Hull: ‘It could be great…’ – restaurant review","53.742637,-0.332387","The Old House by Shoot the Bull","HU1 1LA","The Old House, Hull: ‘It could be great…’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/aug/13/the-old-house-hull-restaurant-review-jay-rayner"
"Bang Bang Oriental Foodhall, London: ‘Everything is on show’ – restaurant review","51.593347,-0.259517","Bang Bang Oriental Foodhall","NW9 0FH","Bang Bang Oriental Foodhall, London: ‘Everything is on show’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/aug/06/bang-bang-oriental-foodhall-london-everything-is-on-show-restaurant-review"
"Mr P’s Curious Tavern, York: ‘Exhausting’ – restaurant review","53.960678,-1.081229","Mr P’s Curious Tavern","YO1 7HY","Mr P’s Curious Tavern, York: ‘Exhausting’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jul/30/mr-ps-curious-tavern-york-exhausting-restaurant-review"
